_id,finishedAt,gameLobbyId,treatmentId,roundIds,playerIds,batchId,createdAt,data.targetSet,data.context,data.feedback,data.chat,data.rotateInterval,data.speakerQueue,data.currentSpeaker,data.justStarted,data.activePlayerCount
MNMWiBjzQi8sZSRsW,2024-03-13T22:36:25Z,MNMWiBjzQi8sZSRsW,GXvtWgeBWwWH4Rbac,"KypT4chHoS8XodWjn,jYW2NTiEmxbaC3ZYk,jZsnhc9Xf7fmTmcoi,jC5n5Dnv6mBdZcBSi,YeSJ8LoH2nwKJpHwd,WsXAc4v6rWNSnSmNr,65TgbvTgv62rQPwCa,idvab8CLqZdGMtR4D,GHukgYXkceAxjREyp,97yZjB7S7Fj6s8A4e,hbHGgRzptct2Zx9DT,AKeeD2dnqYckZo2fy,z5sYXRc5xsfqKvf7W,LAKG8Q8axBSvj7nLv,NgmjW499ETandocM5,QTJPJvrGt22ZqSXF3,E8BE7AP8catES3Yy7,fad4ChF3pqZFMur8s,kYSM8ah9zPpMervs6,9Db9kNE9adsRpge7N","RHrZooFDyYmHZFHCe,SesyhjC4zCmFkxeT5",5qCb6jbMptevxa8yK,2024-03-13T22:28:29Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"RHrZooFDyYmHZFHCe,SesyhjC4zCmFkxeT5",SesyhjC4zCmFkxeT5,false,2
TDdHXhZK29W9z7d8H,2024-04-10T21:09:33Z,TDdHXhZK29W9z7d8H,GXvtWgeBWwWH4Rbac,"yieELQy6mZo6EHSi8,68BxgiNzwiaDHbqfi,XnP5R759yQiNkTwAE,enjpA9rgy3hvk4JYd,DcuaRLRdw2KmTQraa,QSS7D4vMXpY4ct7pc,whRRM8yrtxLxg6rgZ,Yp5r6iQE3fXSibffT,5HbPhc6Jwad9k2jWJ,LLdwHdTPS9xcqSdrN,EfTSmx3BCATMTsfEp,yY3CJWMkPWuZcPSAp,9p7uoB9uzKxufjnQ3,pvvQ7yPGGEebJr6PS,XstYcyJTH5cDiET9G,XyExupWeLcgkARonh,heTtpJWfBp7vNuuzM,W39nyJjJMR7NDyWiK,3p3wvPjEzSkCD2Gui,DeQBP7StAz568JPCi","44AvMCLLPh3R5LSew,winzLi5x3sKeido86",KEGcP6JWS3oNKCxCx,2024-04-10T21:02:35Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"44AvMCLLPh3R5LSew,winzLi5x3sKeido86",winzLi5x3sKeido86,false,2
R83tnLDcgGTD3F4SR,2024-04-10T22:28:19Z,R83tnLDcgGTD3F4SR,GXvtWgeBWwWH4Rbac,"zntvLjFwC3t3RYoNG,PqYoDKmQCvfKbBDBa,TbCHJcEPRG9J5D5YH,Fe48XEp2E3E4P52F9,gC9C7qoccXGGnFbHC,bxKuH5YBe3XdN5v62,5gbPhasNBZFvp3bvW,4MxKtGej9Da4yuhsz,CN8EnGjKwbC2xqTZi,DruQ8QG7DrmdL3A3e,YTQNyr23Ks6Sf8SNM,p6bp2q5pPQYfb55hn,N2yfFWARzGXfCiQNX,4qeF759iZKESKhN3p,7y7TgTtvf3nLjZ2gR,JPhgdB2ctcs4fdEJh,vTTGL5tPgMQAr4f8q,gBYPHyeDKovtM58DP,puz9HT75Q3tv5b958,TBaZn4bqP7xrwHGrm","YqQsuWk7ZmsvX4y6x,dmbkYstoeSsZqfz9k",6x8AqZ4At5SsEzaGR,2024-04-10T22:23:22Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"YqQsuWk7ZmsvX4y6x,dmbkYstoeSsZqfz9k",dmbkYstoeSsZqfz9k,false,2
KPBNaTzQ8rxDECjgD,2024-04-12T22:32:08Z,KPBNaTzQ8rxDECjgD,GXvtWgeBWwWH4Rbac,"JdpZr8zZHLKw4yQ42,kPWnNaEhKQi4oTzvM,vuqYWkTx625zbzb3y,o8zEXPkBFWXmDgnA3,3TB6uaibSqxRvgC54,agLTcnDdhSakGJq4M,7XwAbmHRwWeYBvyZv,sWij7Z5nyBtaYirx4,uWuj3SGwqqPiXL8bX,QHEyh8ubFjbHKhDnD,ZgEXRE2QNnGnSw3KB,J43RQBsN67ua43L8F,8F2MKYiTcA6egPr6t,GHkHmCbYri872Pta3,wfrTJrB4uJNHgsbyy,cTNstLS25sBCNbzdZ,uNQoZpwTnBm9Sqa9W,7ez5WYMMstKLNozRX,PteRqFGvqTqwMoqs5,3t6iBw9S3DMkjbG2k","FzQKZDG5ba6TPLMHP,pGJCcvmmCp6RjwAqP",rLSynr48hC9TuoB8i,2024-04-12T22:24:39Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"pGJCcvmmCp6RjwAqP,FzQKZDG5ba6TPLMHP",FzQKZDG5ba6TPLMHP,false,2
n2qx434RYW8fxnEbP,2024-04-12T22:51:18Z,n2qx434RYW8fxnEbP,GXvtWgeBWwWH4Rbac,"AHiEZQwJFmXnxHTDe,hoAagirJWbdzvQHJE,6hNWd33EGbQnGnYJD,Q4QGGodGQekbhngkC,AsxZPQWTu4w5rCk9T,2Ka22GiPmMDoLom5M,MSyp4AGv8SrkL5mNj,HTEpsXp5YzShHHaDH,j8p6FNAzWGRgiP8Jg,kF5NemNCAk7ASvrQB,gggurfu2avFPhsgXB,Ty6rirb26NJuT3Gkp,P6J6EaLsMPtpMcETw,Kb8osRaJgm5SrTDrA,ncjtqJKSQZ5GdCdgR,4sTfyMnEMS6HbWk3K,G623Mtdqt3ERAhGxo,EN9moE3f38GLgeB43,6Hsv9W2bhPPGP9WLT,uyitZtpuonhefaoCG","eNvBDSv9jpbDj2EMB,tLjerSJXueMuGoRPk",899Bsj8zv8ZPcWA3w,2024-04-12T22:43:51Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"tLjerSJXueMuGoRPk,eNvBDSv9jpbDj2EMB",eNvBDSv9jpbDj2EMB,false,2
XA9YvXhM83Tack4qy,2024-05-22T21:09:51Z,XA9YvXhM83Tack4qy,GXvtWgeBWwWH4Rbac,"2KzWtGuN6mesvGSXc,Y2WXbMRLYGtnTsHHv,R6WtLaWXCJacXT4qk,j8jy7gMkTwZh4ZBnk,hxW33mQCc4wjhDHd4,J5Bo62gugHMvuNfnK,avntQcucMnTqXAxGm,kEPo3E4WzdnWPz9e6,wRpahuGFSNuey7YYx,GRmtys4eu6evTjMMB,aLevZo3NW55YCiQsh,DoyeTcNAPDshzvkhF,KSnxHjzTfDcio5tCt,pDtjjKenH6uHKR6HJ,zRqNjgWBwNTEbRsEJ,rhRyJs2NmmDxZuodf,xWzuE9C3HJfyzKd6K,4xgEyMSoCyLfWMCqQ,vvosKkpPX3ovoFQy3,YPFnmS2S6LJd4BSLH","R4kpBMCfLjPmCGjHw,xFHSqNqpYeL6FJsph",3Huvs3Tvh6RMEMABb,2024-05-22T21:02:58Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"R4kpBMCfLjPmCGjHw,xFHSqNqpYeL6FJsph",xFHSqNqpYeL6FJsph,false,2
t4pWGbYyLsPptrar3,,t4pWGbYyLsPptrar3,GXvtWgeBWwWH4Rbac,"QKMHdzAQTbZBMPZXv,zQEPCJEZHjnDEroaD,JjFvgAreSfnvFmQh8,gALDPysHS9yeYxEXa,CTnQu8orPzLuRkiKR,auqjRyKd9W4cz4SGM,MtASS4JyNiEmQSu9A,nCTwey72Srxk4hLWK,JBmM9j6BJMguAYxfd,Esucb8uzjxjphcsMx,zAXmcubZQkCfnDTsJ,jKG7ckwrATdgXjRno,vNoJRGsrbNe243yzD,GhCgb2jHZ3krZRChk,2HR87xcQdDbMc8h5E,9Tu3SJoEonohCeCms,42wJrxgepLPBPeWQw,As4Ar2AMZe2yRCj88,Rh2Gk6c3kWqEEBRyg,ZeBcPKgzYH79sfttF","bCgcGxuBwvvKoqDDf,dXYf3uYrb47drAPc4",fnQekFvtKAoX8hBaf,2024-05-22T21:31:47Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"dXYf3uYrb47drAPc4,bCgcGxuBwvvKoqDDf",bCgcGxuBwvvKoqDDf,false,2
uidAFavaAGAqJ8HYY,2024-05-22T21:41:06Z,uidAFavaAGAqJ8HYY,GXvtWgeBWwWH4Rbac,"efi88T8zeMzMhWza3,RBEj6eB4SLCzhsztp,HQtKepy9dHaKJa3hg,W97Lgoso3GRQo97i3,CDYEiW9TrAEL6Wn2k,8mENs3ZribAZeepRX,DCzjkZEJtiZxaMji5,bvqGDRW3C7M3qXGRi,kdzWcpKBcLYREafxN,GsAAL2bKzBpEXMDoi,hp62oYnkqd8gfErso,se6T3NS6CgT66Rsa4,ifpCZ59T3yZiK2pig,qQZ7T6s5WNWmrYEmm,oGqkSX3L8Qguvn3bL,ovjzH6riJjJdx6ZfE,dErZZSeoJC8gob3aT,vMYDY3Fk9jg4asvRb,ccvKdyoGcAxRz6BwA,M6Bt2ZDfMEWKmtg4E","KFFQNQ7pvBSuzuGLW,cyrcy2HBFcNBtsg4h",WDA7FHDym2nBbpc8F,2024-05-22T21:35:08Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"KFFQNQ7pvBSuzuGLW,cyrcy2HBFcNBtsg4h",cyrcy2HBFcNBtsg4h,false,2
XHYAxKnSNRMEbigrq,2024-05-24T21:19:46Z,XHYAxKnSNRMEbigrq,GXvtWgeBWwWH4Rbac,"H7ownQT5GPuvoRFKf,93g2HvtHDnYa3CPaQ,RDGevBzawYKQ8QvfY,tZuT7vDDBEn59jsGu,4XwG64Dn9xvWsqb3t,4J5wdqZDiL9CAMQ8y,foHbHtDg5YR5w9Yi8,eAYYfs4mW7Go76cpd,AajRyFciHEmvLRvKh,hEXxr8PyoxnGBNgit,7tNJ62Y4wW5twPokR,7ZxStbNFvBrpj5Fpa,8To2Dw8SN8baHqq7m,gsDbCLB8r52odgDcm,jNCviETFeHuMCdopQ,xYTS2r2PSqvFhJ2pp,NsWEf4NNFJAo6JbYs,bHykYbzxP48kp6PqN,BwzW8QqPfJSjghqNk,egTZ5PudgB3qtWuYe","rYQCSSd2cuFN8iytE,x9GdMs72QeL9tzYLK",yueirKW4jfwkdQwY4,2024-05-24T21:14:47Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"rYQCSSd2cuFN8iytE,x9GdMs72QeL9tzYLK",x9GdMs72QeL9tzYLK,false,2
sfLKxjjG6efGYekzK,2024-05-24T21:38:04Z,sfLKxjjG6efGYekzK,GXvtWgeBWwWH4Rbac,"G9K8TnaAqMvgFkjka,9km5ftWZaSwigYZhZ,f6nEMqmqGYyQfGDXy,JnB5nrZPPFZjgddvT,TYh3tDfbC7vjpKa6w,6LijfHzbYXeYDeDim,doRckfgFNJNauXBpa,NiXx4wFn4nRQWtmtW,6bYw7EEFFFj4FEs7Y,Ko4gksYojtssWCjWA,srS29kdXMeJazYYg9,SZ4WKcXqYWdvPy49d,tctDFDqvcSxuQKHto,fNEuuYmpafBypYNzr,XdbWa9Km5SitxdWz5,P3D2tJbJ87B8kK4EH,JGW8xNDwWWnFXuEqx,8sMFzgCxsRsgf8C2J,NwDvLJmb4HSyRKqud,cumhSBwbRBGeLapbo","LXceLbLw3TggdGY6N,Q2B8YYWA2iCgX9NJD",F2rnniwmdLLAySRvA,2024-05-24T21:31:10Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"LXceLbLw3TggdGY6N,Q2B8YYWA2iCgX9NJD",Q2B8YYWA2iCgX9NJD,false,2
Qx7HLhhMwYRCosRyX,,Qx7HLhhMwYRCosRyX,GXvtWgeBWwWH4Rbac,"rW3pGwxwaFYbrn4DM,eXByYnxmA6PrQFKzW,hDHCDJN2N57WhMcrh,dR3XQyrbnJD986EHP,rxtM2KkpQX3XtyJCN,7PWTYG9pmq7bFM2rY,ND9iJneprphYdugQs,9BoGDNR7wLBLJJKAo,4PaKdwBbRYWR2GrLc,ySosDdzidok4XwbpE,sJQnGEppz3uQwTsPm,JceP6D8RgYv3B2kxS,BcQeNGGztYebGfbXc,SNNXAzbijSvHXSmj4,scJokzhkBQZsgJwKM,7WPNXdvpjAA4aCmcm,pd3Xc83JzWSbyEqcM,n9ZgMfq2oKc6xdNDz,C9DkzSwf9x7sYLNjY,LFRfmKe36yRvcLmHB","8tkeGX73sYjXZ2Stz,QtLrotQ93ezYGxqrD",LNbscQj5X5FTHPYj7,2024-05-29T21:11:15Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"QtLrotQ93ezYGxqrD,8tkeGX73sYjXZ2Stz",8tkeGX73sYjXZ2Stz,false,2
EaHFpvRKrAeZqnBz6,2024-05-29T21:38:58Z,EaHFpvRKrAeZqnBz6,GXvtWgeBWwWH4Rbac,"CdFch5tFcaPwELcoB,SkM8eAajZsZKadQRr,ngYgH4Rh3nJc62mR7,8JvgjQQLCgHwLZN84,FJpP9kHSG7vi4khEY,QXd9GkGTjNfKNZx56,8TzbgKk6efKzFJ5Ht,t55z8jrhjo5u8BBnv,ypwygDQyRyvcMDdQM,nRn7rtwwTMdwfJCT2,RR3tKvSgWa7kxkJuL,PaNcNsHmEr45QSntB,rRJfy6jt4BoapbnDg,Bvr9d9tYaWytkccpw,uZQ7PnHJevviQo6Mp,QcsodXkaBx8eAJvXe,cLoazfnvXPv9rQTDt,68LmaxKz4f3jriLHB,WwMjB3ni4Atxuyeji,JhQvBEWErpMwQikHr","ciAi77ozvS6vJpgq4,fzJoXvmjSoKcdaBCF",CxWmgFKzbDAwW7wN3,2024-05-29T21:27:50Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"fzJoXvmjSoKcdaBCF,ciAi77ozvS6vJpgq4",ciAi77ozvS6vJpgq4,false,2
pxT5YubmAaAEgd9T9,2024-05-31T21:33:05Z,pxT5YubmAaAEgd9T9,GXvtWgeBWwWH4Rbac,"Q6gptaJ7QQgiyTnQD,brrhPPhKe8N5t8Xq8,9qFfbMsHMntuWwooB,NzJbY7Xn22bJtFNMJ,hfhPqu25NwFhpA6DG,n4dFpAnnzPH7Qz34E,875yR6WWhPFQNHshC,LZhmXkwH2y7PSGaNW,kcoNdGGeFrtf5pGro,fZJ9fpeJgexWCXNFS,qXeFDHgQrLvt77QMd,Cd8dt4HrxwLrkDpBN,Z8YkGm5vfu6fNa8JD,frG2EXaQ6Ma69L2RQ,Rm69m2M7hoMKJQFdG,ZSkCtJceK6yqvNjXM,MhWfoYWgfGE32espC,zRrivLyakHDzRcb2a,cHzL6NN8rFdBMKLDp,HQQmmuX4YjxcWiqyG","Ha65QcSCAZP8vorq2,Nw4PKQk5SmPathdy3",vvGwqLWSMxGeqT6eB,2024-05-31T21:24:02Z,setA,"/experiment/B1.jpg,/experiment/D1.jpg,/experiment/E1.jpg,/experiment/I1.jpg",full,limited,1,"Ha65QcSCAZP8vorq2,Nw4PKQk5SmPathdy3",Nw4PKQk5SmPathdy3,false,2
