gameId,target,distractor,trialNum,targetNum,repNum,response,correct,time,listener,speaker,game
vvixEFckM7QPWS4im,hold,walk,12,2,2,hold,true,30405,id7,id8,game34
vvixEFckM7QPWS4im,swim,jump,13,3,2,jump,false,30749,id8,id7,game34
J5o4w9N9MYsAkebwF,banana,bird,0,NA,NA,banana,true,11238,id10,id9,game35
J5o4w9N9MYsAkebwF,apple,dog,1,NA,NA,apple,true,13074,id9,id10,game35
J5o4w9N9MYsAkebwF,swim,jump,2,0,0,swim,true,147063,id10,id9,game35
J5o4w9N9MYsAkebwF,jump,swim,3,1,0,swim,false,69686,id9,id10,game35
J5o4w9N9MYsAkebwF,walk,jump,4,2,0,walk,true,33854,id10,id9,game35
J5o4w9N9MYsAkebwF,hold,walk,5,3,0,hold,true,25085,id9,id10,game35
J5o4w9N9MYsAkebwF,jump,hold,6,0,1,jump,true,55238,id10,id9,game35
wSXZRwkNxz7fDGeyd,apple,bird,0,NA,NA,apple,true,33626,id12,id11,game36
wSXZRwkNxz7fDGeyd,banana,dog,1,NA,NA,banana,true,13441,id11,id12,game36
wSXZRwkNxz7fDGeyd,jump,walk,2,0,0,walk,false,70053,id12,id11,game36
wSXZRwkNxz7fDGeyd,swim,hold,3,1,0,swim,true,16989,id11,id12,game36
wSXZRwkNxz7fDGeyd,hold,walk,4,2,0,hold,true,43271,id12,id11,game36
wSXZRwkNxz7fDGeyd,walk,jump,5,3,0,jump,false,11207,id11,id12,game36
wSXZRwkNxz7fDGeyd,jump,swim,6,0,1,swim,false,70998,id12,id11,game36
wSXZRwkNxz7fDGeyd,walk,jump,7,1,1,walk,true,17653,id11,id12,game36
wSXZRwkNxz7fDGeyd,swim,hold,8,2,1,swim,true,29786,id12,id11,game36
wSXZRwkNxz7fDGeyd,hold,walk,9,3,1,hold,true,18898,id11,id12,game36
wSXZRwkNxz7fDGeyd,jump,hold,10,0,2,jump,true,26121,id12,id11,game36
wSXZRwkNxz7fDGeyd,walk,jump,11,1,2,walk,true,14250,id11,id12,game36
wSXZRwkNxz7fDGeyd,hold,jump,12,2,2,hold,true,23205,id12,id11,game36
wSXZRwkNxz7fDGeyd,swim,jump,13,3,2,swim,true,11362,id11,id12,game36
5WPekHjNG898YuMXe,bird,dog,0,NA,NA,bird,true,19157,id14,id13,game41
5WPekHjNG898YuMXe,banana,apple,1,NA,NA,banana,true,13134,id13,id14,game41
5WPekHjNG898YuMXe,hold,walk,2,0,0,hold,true,75553,id14,id13,game41
5WPekHjNG898YuMXe,walk,swim,3,1,0,walk,true,35588,id13,id14,game41
5WPekHjNG898YuMXe,swim,hold,4,2,0,hold,false,24708,id14,id13,game41
5WPekHjNG898YuMXe,jump,swim,5,3,0,jump,true,26219,id13,id14,game41
5WPekHjNG898YuMXe,jump,swim,6,0,1,jump,true,7181,id14,id13,game41
5WPekHjNG898YuMXe,swim,jump,7,1,1,swim,true,26756,id13,id14,game41
5WPekHjNG898YuMXe,hold,swim,8,2,1,hold,true,58183,id14,id13,game41
5WPekHjNG898YuMXe,walk,jump,9,3,1,walk,true,27746,id13,id14,game41
5WPekHjNG898YuMXe,hold,swim,10,0,2,hold,true,17987,id14,id13,game41
5WPekHjNG898YuMXe,walk,swim,11,1,2,walk,true,33055,id13,id14,game41
5WPekHjNG898YuMXe,swim,jump,12,2,2,swim,true,23072,id14,id13,game41
5WPekHjNG898YuMXe,jump,hold,13,3,2,jump,true,27689,id13,id14,game41
hueqkSoqSjYjcD9En,apple,banana,0,NA,NA,apple,true,20588,id16,id15,game42
hueqkSoqSjYjcD9En,bird,dog,1,NA,NA,bird,true,39188,id15,id16,game42
hueqkSoqSjYjcD9En,hold,swim,2,0,0,hold,true,35593,id16,id15,game42
hueqkSoqSjYjcD9En,swim,jump,3,1,0,jump,false,7043,id15,id16,game42
hueqkSoqSjYjcD9En,walk,hold,4,2,0,walk,true,21552,id16,id15,game42
hueqkSoqSjYjcD9En,jump,walk,5,3,0,jump,true,44635,id15,id16,game42
hueqkSoqSjYjcD9En,jump,walk,6,0,1,walk,false,26526,id16,id15,game42
hueqkSoqSjYjcD9En,hold,jump,7,1,1,hold,true,51274,id15,id16,game42
hueqkSoqSjYjcD9En,swim,walk,8,2,1,swim,true,13890,id16,id15,game42
hueqkSoqSjYjcD9En,walk,hold,9,3,1,walk,true,54921,id15,id16,game42
hueqkSoqSjYjcD9En,hold,walk,10,0,2,hold,true,19547,id16,id15,game42
hueqkSoqSjYjcD9En,walk,swim,11,1,2,walk,true,26585,id15,id16,game42
hueqkSoqSjYjcD9En,swim,jump,12,2,2,jump,false,52456,id16,id15,game42
hueqkSoqSjYjcD9En,jump,walk,13,3,2,jump,true,34791,id15,id16,game42
Ce897yATiBxGr92Xo,bird,banana,0,NA,NA,bird,true,25044,id20,id19,game44
Ce897yATiBxGr92Xo,dog,apple,1,NA,NA,dog,true,9859,id19,id20,game44
Ce897yATiBxGr92Xo,walk,hold,2,0,0,walk,true,23227,id20,id19,game44
Ce897yATiBxGr92Xo,hold,walk,3,1,0,hold,true,14862,id19,id20,game44
Ce897yATiBxGr92Xo,jump,swim,4,2,0,jump,true,10078,id20,id19,game44
Ce897yATiBxGr92Xo,swim,walk,5,3,0,swim,true,58162,id19,id20,game44
Ce897yATiBxGr92Xo,hold,jump,6,0,1,hold,true,7408,id20,id19,game44
Ce897yATiBxGr92Xo,jump,swim,7,1,1,jump,true,14254,id19,id20,game44
Ce897yATiBxGr92Xo,swim,hold,8,2,1,hold,false,4530,id20,id19,game44
Ce897yATiBxGr92Xo,walk,swim,9,3,1,walk,true,8519,id19,id20,game44
Ce897yATiBxGr92Xo,walk,jump,10,0,2,jump,false,29298,id20,id19,game44
Ce897yATiBxGr92Xo,swim,hold,11,1,2,swim,true,22377,id19,id20,game44
Ce897yATiBxGr92Xo,hold,swim,12,2,2,swim,false,6935,id20,id19,game44
Ce897yATiBxGr92Xo,jump,swim,13,3,2,jump,true,21894,id19,id20,game44
A7RxNsfTJqTwfBejN,apple,dog,0,NA,NA,apple,true,14415,id21,id22,game45
A7RxNsfTJqTwfBejN,bird,banana,1,NA,NA,bird,true,23289,id22,id21,game45
A7RxNsfTJqTwfBejN,jump,walk,2,0,0,walk,false,33672,id21,id22,game45
A7RxNsfTJqTwfBejN,hold,walk,3,1,0,walk,false,18437,id22,id21,game45
A7RxNsfTJqTwfBejN,walk,swim,4,2,0,walk,true,10830,id21,id22,game45
A7RxNsfTJqTwfBejN,swim,walk,5,3,0,swim,true,33333,id22,id21,game45
A7RxNsfTJqTwfBejN,hold,jump,6,0,1,hold,true,19611,id21,id22,game45
A7RxNsfTJqTwfBejN,walk,jump,7,1,1,walk,true,9315,id22,id21,game45
A7RxNsfTJqTwfBejN,swim,jump,8,2,1,swim,true,13849,id21,id22,game45
A7RxNsfTJqTwfBejN,jump,walk,9,3,1,walk,false,13293,id22,id21,game45
A7RxNsfTJqTwfBejN,jump,walk,10,0,2,jump,true,35288,id21,id22,game45
A7RxNsfTJqTwfBejN,swim,jump,11,1,2,swim,true,8341,id22,id21,game45
A7RxNsfTJqTwfBejN,hold,walk,12,2,2,hold,true,7864,id21,id22,game45
A7RxNsfTJqTwfBejN,walk,swim,13,3,2,walk,true,5093,id22,id21,game45
5T8wESy34MKBRkBJr,bird,apple,0,NA,NA,bird,true,28946,id23,id24,game46
5T8wESy34MKBRkBJr,banana,dog,1,NA,NA,banana,true,11567,id24,id23,game46
5T8wESy34MKBRkBJr,swim,walk,2,0,0,swim,true,12250,id23,id24,game46
5T8wESy34MKBRkBJr,jump,swim,3,1,0,swim,false,12533,id24,id23,game46
5T8wESy34MKBRkBJr,hold,jump,4,2,0,jump,false,75060,id23,id24,game46
5T8wESy34MKBRkBJr,walk,hold,5,3,0,walk,true,13574,id24,id23,game46
5T8wESy34MKBRkBJr,jump,hold,6,0,1,jump,true,65274,id23,id24,game46
5T8wESy34MKBRkBJr,hold,jump,7,1,1,hold,true,15359,id24,id23,game46
5T8wESy34MKBRkBJr,swim,jump,8,2,1,swim,true,11429,id23,id24,game46
5T8wESy34MKBRkBJr,walk,hold,9,3,1,hold,false,18037,id24,id23,game46
5T8wESy34MKBRkBJr,walk,jump,10,0,2,jump,false,47023,id23,id24,game46
5T8wESy34MKBRkBJr,swim,jump,11,1,2,swim,true,9645,id24,id23,game46
5T8wESy34MKBRkBJr,hold,swim,12,2,2,swim,false,25945,id23,id24,game46
5T8wESy34MKBRkBJr,jump,walk,13,3,2,jump,true,19241,id24,id23,game46
X3KGngsmofwhPuzW2,dog,bird,0,NA,NA,dog,true,20262,id25,id26,game47
X3KGngsmofwhPuzW2,apple,banana,1,NA,NA,apple,true,7892,id26,id25,game47
X3KGngsmofwhPuzW2,swim,jump,2,0,0,jump,false,26004,id25,id26,game47
X3KGngsmofwhPuzW2,jump,walk,3,1,0,walk,false,61995,id26,id25,game47
X3KGngsmofwhPuzW2,walk,hold,4,2,0,hold,false,40490,id25,id26,game47
X3KGngsmofwhPuzW2,hold,jump,5,3,0,hold,true,29518,id26,id25,game47
X3KGngsmofwhPuzW2,walk,hold,6,0,1,walk,true,31448,id25,id26,game47
X3KGngsmofwhPuzW2,jump,walk,7,1,1,jump,true,26384,id26,id25,game47
X3KGngsmofwhPuzW2,hold,swim,8,2,1,hold,true,12607,id25,id26,game47
X3KGngsmofwhPuzW2,swim,jump,9,3,1,swim,true,17097,id26,id25,game47
X3KGngsmofwhPuzW2,jump,walk,10,0,2,jump,true,10179,id25,id26,game47
X3KGngsmofwhPuzW2,walk,hold,11,1,2,walk,true,11724,id26,id25,game47
X3KGngsmofwhPuzW2,swim,hold,12,2,2,swim,true,9854,id25,id26,game47
X3KGngsmofwhPuzW2,hold,jump,13,3,2,hold,true,13765,id26,id25,game47
bcszyeDMyWZqFeMBh,bird,banana,0,NA,NA,bird,true,15662,id27,id28,game48
bcszyeDMyWZqFeMBh,apple,dog,1,NA,NA,apple,true,14353,id28,id27,game48
bcszyeDMyWZqFeMBh,hold,walk,2,0,0,hold,true,20639,id27,id28,game48
bcszyeDMyWZqFeMBh,walk,hold,3,1,0,hold,false,17297,id28,id27,game48
bcszyeDMyWZqFeMBh,jump,walk,4,2,0,jump,true,18209,id27,id28,game48
bcszyeDMyWZqFeMBh,swim,jump,5,3,0,swim,true,14863,id28,id27,game48
bcszyeDMyWZqFeMBh,walk,jump,6,0,1,walk,true,18863,id27,id28,game48
bcszyeDMyWZqFeMBh,hold,walk,7,1,1,hold,true,16716,id28,id27,game48
bcszyeDMyWZqFeMBh,swim,jump,8,2,1,swim,true,10732,id27,id28,game48
bcszyeDMyWZqFeMBh,jump,hold,9,3,1,jump,true,12000,id28,id27,game48
bcszyeDMyWZqFeMBh,hold,swim,10,0,2,hold,true,13517,id27,id28,game48
bcszyeDMyWZqFeMBh,swim,walk,11,1,2,swim,true,15206,id28,id27,game48
bcszyeDMyWZqFeMBh,walk,jump,12,2,2,walk,true,11490,id27,id28,game48
bcszyeDMyWZqFeMBh,jump,walk,13,3,2,jump,true,8890,id28,id27,game48
kduAREQdY39j2SgoC,dog,apple,0,NA,NA,dog,true,19629,id29,id30,game49
kduAREQdY39j2SgoC,banana,bird,1,NA,NA,banana,true,13713,id30,id29,game49
kduAREQdY39j2SgoC,swim,jump,2,0,0,swim,true,36137,id29,id30,game49
kduAREQdY39j2SgoC,jump,walk,3,1,0,walk,false,18612,id30,id29,game49
kduAREQdY39j2SgoC,walk,jump,4,2,0,NA,false,NA,id29,id30,game49
kduAREQdY39j2SgoC,hold,walk,5,3,0,hold,true,17456,id30,id29,game49
kduAREQdY39j2SgoC,hold,walk,6,0,1,hold,true,11387,id29,id30,game49
kduAREQdY39j2SgoC,swim,hold,7,1,1,swim,true,11492,id30,id29,game49
kduAREQdY39j2SgoC,walk,jump,8,2,1,walk,true,28407,id29,id30,game49
kduAREQdY39j2SgoC,jump,swim,9,3,1,swim,false,11027,id30,id29,game49
kduAREQdY39j2SgoC,walk,jump,10,0,2,walk,true,107607,id29,id30,game49
kduAREQdY39j2SgoC,jump,walk,11,1,2,jump,true,12166,id30,id29,game49
kduAREQdY39j2SgoC,hold,jump,12,2,2,hold,true,3865,id29,id30,game49
kduAREQdY39j2SgoC,swim,walk,13,3,2,swim,true,8038,id30,id29,game49
9uKTejKqe3TNXkfAW,apple,dog,0,NA,NA,apple,true,13857,id31,id32,game50
9uKTejKqe3TNXkfAW,banana,bird,1,NA,NA,banana,true,11432,id32,id31,game50
9uKTejKqe3TNXkfAW,walk,hold,2,0,0,walk,true,10930,id31,id32,game50
9uKTejKqe3TNXkfAW,swim,jump,3,1,0,swim,true,13870,id32,id31,game50
9uKTejKqe3TNXkfAW,hold,walk,4,2,0,hold,true,13980,id31,id32,game50
9uKTejKqe3TNXkfAW,jump,hold,5,3,0,jump,true,22631,id32,id31,game50
9uKTejKqe3TNXkfAW,jump,swim,6,0,1,jump,true,13777,id31,id32,game50
9uKTejKqe3TNXkfAW,swim,hold,7,1,1,swim,true,7762,id32,id31,game50
9uKTejKqe3TNXkfAW,hold,swim,8,2,1,hold,true,10207,id31,id32,game50
9uKTejKqe3TNXkfAW,walk,jump,9,3,1,walk,true,10223,id32,id31,game50
9uKTejKqe3TNXkfAW,jump,walk,10,0,2,jump,true,8805,id31,id32,game50
9uKTejKqe3TNXkfAW,hold,jump,11,1,2,hold,true,7951,id32,id31,game50
9uKTejKqe3TNXkfAW,swim,hold,12,2,2,swim,true,11191,id31,id32,game50
9uKTejKqe3TNXkfAW,walk,swim,13,3,2,walk,true,5592,id32,id31,game50
SowubDEr7fQNBP6te,dog,banana,0,NA,NA,dog,true,14369,id34,id33,game51
SowubDEr7fQNBP6te,apple,bird,1,NA,NA,apple,true,13129,id33,id34,game51
SowubDEr7fQNBP6te,hold,swim,2,0,0,hold,true,17139,id34,id33,game51
SowubDEr7fQNBP6te,swim,hold,3,1,0,swim,true,37207,id33,id34,game51
SowubDEr7fQNBP6te,jump,hold,4,2,0,jump,true,10015,id34,id33,game51
SowubDEr7fQNBP6te,walk,jump,5,3,0,walk,true,10758,id33,id34,game51
SowubDEr7fQNBP6te,jump,walk,6,0,1,jump,true,17116,id34,id33,game51
SowubDEr7fQNBP6te,swim,hold,7,1,1,swim,true,20770,id33,id34,game51
SowubDEr7fQNBP6te,walk,swim,8,2,1,walk,true,7113,id34,id33,game51
SowubDEr7fQNBP6te,hold,walk,9,3,1,hold,true,16617,id33,id34,game51
SowubDEr7fQNBP6te,walk,hold,10,0,2,walk,true,6313,id34,id33,game51
SowubDEr7fQNBP6te,swim,hold,11,1,2,swim,true,16432,id33,id34,game51
SowubDEr7fQNBP6te,jump,hold,12,2,2,jump,true,6783,id34,id33,game51
SowubDEr7fQNBP6te,hold,swim,13,3,2,hold,true,10922,id33,id34,game51
D5CPASpy5Aj3aZNtS,bird,dog,0,NA,NA,bird,true,16253,id36,id35,game52
D5CPASpy5Aj3aZNtS,apple,banana,1,NA,NA,apple,true,19539,id35,id36,game52
D5CPASpy5Aj3aZNtS,swim,jump,2,0,0,jump,false,16318,id36,id35,game52
D5CPASpy5Aj3aZNtS,hold,walk,3,1,0,walk,false,16475,id35,id36,game52
D5CPASpy5Aj3aZNtS,walk,hold,4,2,0,walk,true,12676,id36,id35,game52
D5CPASpy5Aj3aZNtS,jump,hold,5,3,0,hold,false,54426,id35,id36,game52
D5CPASpy5Aj3aZNtS,jump,walk,6,0,1,jump,true,12071,id36,id35,game52
D5CPASpy5Aj3aZNtS,swim,hold,7,1,1,swim,true,15846,id35,id36,game52
D5CPASpy5Aj3aZNtS,hold,jump,8,2,1,jump,false,15791,id36,id35,game52
D5CPASpy5Aj3aZNtS,walk,hold,9,3,1,walk,true,34048,id35,id36,game52
D5CPASpy5Aj3aZNtS,jump,hold,10,0,2,jump,true,8769,id36,id35,game52
D5CPASpy5Aj3aZNtS,swim,jump,11,1,2,swim,true,17755,id35,id36,game52
D5CPASpy5Aj3aZNtS,walk,swim,12,2,2,walk,true,5614,id36,id35,game52
D5CPASpy5Aj3aZNtS,hold,walk,13,3,2,hold,true,11702,id35,id36,game52
gpcp9tLA4Gep4QYpt,bird,banana,0,NA,NA,bird,true,16868,id38,id37,game53
gpcp9tLA4Gep4QYpt,dog,apple,1,NA,NA,dog,true,18347,id37,id38,game53
gpcp9tLA4Gep4QYpt,hold,walk,2,0,0,hold,true,28499,id38,id37,game53
gpcp9tLA4Gep4QYpt,jump,swim,3,1,0,jump,true,27748,id37,id38,game53
gpcp9tLA4Gep4QYpt,walk,hold,4,2,0,walk,true,32540,id38,id37,game53
gpcp9tLA4Gep4QYpt,swim,jump,5,3,0,swim,true,13152,id37,id38,game53
gpcp9tLA4Gep4QYpt,swim,hold,6,0,1,swim,true,52810,id38,id37,game53
baPLK5TnMYMSDvksA,dog,banana,0,NA,NA,dog,true,23525,id39,id40,game54
baPLK5TnMYMSDvksA,apple,bird,1,NA,NA,apple,true,14650,id40,id39,game54
baPLK5TnMYMSDvksA,swim,walk,2,0,0,swim,true,13340,id39,id40,game54
baPLK5TnMYMSDvksA,jump,walk,3,1,0,walk,false,144234,id40,id39,game54
baPLK5TnMYMSDvksA,hold,jump,4,2,0,hold,true,21616,id39,id40,game54
baPLK5TnMYMSDvksA,walk,swim,5,3,0,walk,true,9527,id40,id39,game54
baPLK5TnMYMSDvksA,walk,hold,6,0,1,hold,false,13280,id39,id40,game54
baPLK5TnMYMSDvksA,swim,hold,7,1,1,swim,true,46050,id40,id39,game54
baPLK5TnMYMSDvksA,jump,swim,8,2,1,swim,false,15224,id39,id40,game54
baPLK5TnMYMSDvksA,hold,swim,9,3,1,hold,true,45033,id40,id39,game54
baPLK5TnMYMSDvksA,hold,swim,10,0,2,swim,false,7381,id39,id40,game54
baPLK5TnMYMSDvksA,swim,walk,11,1,2,swim,true,11879,id40,id39,game54
baPLK5TnMYMSDvksA,walk,swim,12,2,2,walk,true,5136,id39,id40,game54
baPLK5TnMYMSDvksA,jump,swim,13,3,2,jump,true,17559,id40,id39,game54
qL2AxZnRykJWLDA7H,dog,apple,0,NA,NA,dog,true,23699,id42,id41,game55
qL2AxZnRykJWLDA7H,bird,banana,1,NA,NA,bird,true,19811,id41,id42,game55
qL2AxZnRykJWLDA7H,swim,jump,2,0,0,swim,true,31514,id42,id41,game55
qL2AxZnRykJWLDA7H,hold,swim,3,1,0,hold,true,24101,id41,id42,game55
qL2AxZnRykJWLDA7H,jump,hold,4,2,0,jump,true,77635,id42,id41,game55
qL2AxZnRykJWLDA7H,walk,hold,5,3,0,walk,true,13285,id41,id42,game55
qL2AxZnRykJWLDA7H,walk,hold,6,0,1,walk,true,20367,id42,id41,game55
qL2AxZnRykJWLDA7H,hold,walk,7,1,1,hold,true,20670,id41,id42,game55
qL2AxZnRykJWLDA7H,jump,hold,8,2,1,hold,false,39539,id42,id41,game55
qL2AxZnRykJWLDA7H,swim,hold,9,3,1,swim,true,23832,id41,id42,game55
qL2AxZnRykJWLDA7H,hold,jump,10,0,2,hold,true,19601,id42,id41,game55
qL2AxZnRykJWLDA7H,swim,jump,11,1,2,swim,true,11227,id41,id42,game55
qL2AxZnRykJWLDA7H,walk,hold,12,2,2,walk,true,23039,id42,id41,game55
Yrc2wiX7ZxZFS2wX6,banana,dog,0,NA,NA,banana,true,18441,id44,id43,game56
Yrc2wiX7ZxZFS2wX6,apple,bird,1,NA,NA,apple,true,9882,id43,id44,game56
Yrc2wiX7ZxZFS2wX6,hold,swim,2,0,0,hold,true,13768,id44,id43,game56
Yrc2wiX7ZxZFS2wX6,walk,hold,3,1,0,walk,true,14413,id43,id44,game56
Yrc2wiX7ZxZFS2wX6,jump,hold,4,2,0,jump,true,13151,id44,id43,game56
Yrc2wiX7ZxZFS2wX6,swim,jump,5,3,0,swim,true,23047,id43,id44,game56
Yrc2wiX7ZxZFS2wX6,walk,swim,6,0,1,walk,true,12930,id44,id43,game56
Yrc2wiX7ZxZFS2wX6,swim,hold,7,1,1,swim,true,9832,id43,id44,game56
Yrc2wiX7ZxZFS2wX6,jump,swim,8,2,1,swim,false,11052,id44,id43,game56
Yrc2wiX7ZxZFS2wX6,hold,swim,9,3,1,hold,true,6734,id43,id44,game56
Yrc2wiX7ZxZFS2wX6,walk,swim,10,0,2,walk,true,11492,id44,id43,game56
Yrc2wiX7ZxZFS2wX6,jump,swim,11,1,2,jump,true,7432,id43,id44,game56
Yrc2wiX7ZxZFS2wX6,swim,hold,12,2,2,swim,true,11159,id44,id43,game56
Yrc2wiX7ZxZFS2wX6,hold,jump,13,3,2,hold,true,8035,id43,id44,game56
XWpuLuSnNumcHxf7w,bird,banana,0,NA,NA,bird,true,15365,id46,id45,game57
XWpuLuSnNumcHxf7w,dog,apple,1,NA,NA,dog,true,12731,id45,id46,game57
XWpuLuSnNumcHxf7w,swim,jump,2,0,0,swim,true,63423,id46,id45,game57
XWpuLuSnNumcHxf7w,jump,swim,3,1,0,jump,true,47135,id45,id46,game57
XWpuLuSnNumcHxf7w,hold,walk,4,2,0,hold,true,17665,id46,id45,game57
XWpuLuSnNumcHxf7w,walk,swim,5,3,0,walk,true,11297,id45,id46,game57
XWpuLuSnNumcHxf7w,walk,swim,6,0,1,walk,true,8457,id46,id45,game57
XWpuLuSnNumcHxf7w,jump,hold,7,1,1,jump,true,11562,id45,id46,game57
XWpuLuSnNumcHxf7w,swim,jump,8,2,1,swim,true,8963,id46,id45,game57
XWpuLuSnNumcHxf7w,hold,walk,9,3,1,hold,true,11013,id45,id46,game57
XWpuLuSnNumcHxf7w,walk,jump,10,0,2,walk,true,6973,id46,id45,game57
XWpuLuSnNumcHxf7w,swim,walk,11,1,2,swim,true,20322,id45,id46,game57
XWpuLuSnNumcHxf7w,jump,hold,12,2,2,hold,false,4874,id46,id45,game57
XWpuLuSnNumcHxf7w,hold,jump,13,3,2,hold,true,13317,id45,id46,game57
xCqhPo6f65u6PJhy3,bird,banana,0,NA,NA,bird,true,12431,id48,id47,game58
xCqhPo6f65u6PJhy3,apple,dog,1,NA,NA,apple,true,12753,id47,id48,game58
xCqhPo6f65u6PJhy3,hold,swim,2,0,0,hold,true,9382,id48,id47,game58
xCqhPo6f65u6PJhy3,jump,walk,3,1,0,jump,true,30352,id47,id48,game58
xCqhPo6f65u6PJhy3,walk,jump,4,2,0,walk,true,6029,id48,id47,game58
xCqhPo6f65u6PJhy3,swim,jump,5,3,0,swim,true,7703,id47,id48,game58
xCqhPo6f65u6PJhy3,hold,jump,6,0,1,hold,true,13260,id48,id47,game58
xCqhPo6f65u6PJhy3,jump,hold,7,1,1,jump,true,36159,id47,id48,game58
xCqhPo6f65u6PJhy3,swim,hold,8,2,1,swim,true,4712,id48,id47,game58
xCqhPo6f65u6PJhy3,walk,swim,9,3,1,walk,true,8313,id47,id48,game58
xCqhPo6f65u6PJhy3,swim,jump,10,0,2,swim,true,8156,id48,id47,game58
xCqhPo6f65u6PJhy3,hold,walk,11,1,2,hold,true,10464,id47,id48,game58
xCqhPo6f65u6PJhy3,jump,swim,12,2,2,jump,true,8935,id48,id47,game58
xCqhPo6f65u6PJhy3,walk,hold,13,3,2,walk,true,8162,id47,id48,game58
ymmWkP9LexXqZPujp,banana,bird,0,NA,NA,banana,true,17311,id49,id50,game59
ymmWkP9LexXqZPujp,dog,apple,1,NA,NA,dog,true,10496,id50,id49,game59
ymmWkP9LexXqZPujp,swim,hold,2,0,0,swim,true,29031,id49,id50,game59
ymmWkP9LexXqZPujp,hold,jump,3,1,0,jump,false,13290,id50,id49,game59
ymmWkP9LexXqZPujp,jump,swim,4,2,0,jump,true,24893,id49,id50,game59
ymmWkP9LexXqZPujp,walk,jump,5,3,0,walk,true,8220,id50,id49,game59
ymmWkP9LexXqZPujp,walk,swim,6,0,1,walk,true,10962,id49,id50,game59
ymmWkP9LexXqZPujp,swim,jump,7,1,1,jump,false,20282,id50,id49,game59
ymmWkP9LexXqZPujp,jump,hold,8,2,1,jump,true,19436,id49,id50,game59
ymmWkP9LexXqZPujp,hold,jump,9,3,1,hold,true,13854,id50,id49,game59
ymmWkP9LexXqZPujp,hold,swim,10,0,2,hold,true,14044,id49,id50,game59
ymmWkP9LexXqZPujp,swim,walk,11,1,2,swim,true,12200,id50,id49,game59
