gameId,target,distractor,trial,targetNum,repNum,response,correct,listener,speaker,game,exclude,exclusion_reason,words,all_words,type,expt,speaker_gender,speaker_age,listener_gender,listener_age,time.sec
Yrc2wiX7ZxZFS2wX6,hold,swim,7,3,1,hold,1,id43,id44,game56,NA,NA,2,2,block 2,1,female,61,male,48,6.734
Yrc2wiX7ZxZFS2wX6,walk,swim,8,0,2,walk,1,id44,id43,game56,NA,NA,2,2,block 3,1,male,48,female,61,11.492
Yrc2wiX7ZxZFS2wX6,jump,swim,9,1,2,jump,1,id43,id44,game56,NA,NA,2,2,block 3,1,female,61,male,48,7.432
Yrc2wiX7ZxZFS2wX6,swim,hold,10,2,2,swim,1,id44,id43,game56,NA,NA,2,2,block 3,1,male,48,female,61,11.159
Yrc2wiX7ZxZFS2wX6,hold,jump,11,3,2,hold,1,id43,id44,game56,NA,NA,2,2,block 3,1,female,61,male,48,8.035
XWpuLuSnNumcHxf7w,jump,swim,1,1,0,jump,1,id45,id46,game57,NA,NA,1,1,block 1,1,male,65,female,58,47.135
XWpuLuSnNumcHxf7w,hold,walk,2,2,0,hold,1,id46,id45,game57,NA,NA,2,5,block 1,1,female,58,male,65,17.665
XWpuLuSnNumcHxf7w,walk,swim,3,3,0,walk,1,id45,id46,game57,NA,NA,2,2,block 1,1,male,65,female,58,11.297
XWpuLuSnNumcHxf7w,walk,swim,4,0,1,walk,1,id46,id45,game57,NA,NA,2,2,block 2,1,female,58,male,65,8.457
XWpuLuSnNumcHxf7w,jump,hold,5,1,1,jump,1,id45,id46,game57,NA,NA,2,2,block 2,1,male,65,female,58,11.562
XWpuLuSnNumcHxf7w,swim,jump,6,2,1,swim,1,id46,id45,game57,NA,NA,2,2,block 2,1,female,58,male,65,8.963
XWpuLuSnNumcHxf7w,hold,walk,7,3,1,hold,1,id45,id46,game57,NA,NA,2,2,block 2,1,male,65,female,58,11.013
XWpuLuSnNumcHxf7w,walk,jump,8,0,2,walk,1,id46,id45,game57,NA,NA,2,2,block 3,1,female,58,male,65,6.973
XWpuLuSnNumcHxf7w,swim,walk,9,1,2,swim,1,id45,id46,game57,NA,NA,7,7,block 3,1,male,65,female,58,20.322
XWpuLuSnNumcHxf7w,jump,hold,10,2,2,hold,0,id46,id45,game57,NA,NA,2,2,block 3,1,female,58,male,65,4.874
XWpuLuSnNumcHxf7w,hold,jump,11,3,2,hold,1,id45,id46,game57,NA,NA,2,2,block 3,1,male,65,female,58,13.317
xCqhPo6f65u6PJhy3,hold,swim,0,0,0,hold,1,id48,id47,game58,NA,NA,2,2,block 1,1,female,67,female,57,9.382
xCqhPo6f65u6PJhy3,jump,walk,1,1,0,jump,1,id47,id48,game58,NA,NA,8,11,block 1,1,female,57,female,67,30.352
xCqhPo6f65u6PJhy3,walk,jump,2,2,0,walk,1,id48,id47,game58,NA,NA,3,3,block 1,1,female,67,female,57,6.029
xCqhPo6f65u6PJhy3,swim,jump,3,3,0,swim,1,id47,id48,game58,NA,NA,6,9,block 1,1,female,57,female,67,7.703
xCqhPo6f65u6PJhy3,hold,jump,4,0,1,hold,1,id48,id47,game58,NA,NA,2,5,block 2,1,female,67,female,57,13.26
xCqhPo6f65u6PJhy3,jump,hold,5,1,1,jump,1,id47,id48,game58,NA,NA,6,6,block 2,1,female,57,female,67,36.159
xCqhPo6f65u6PJhy3,walk,swim,7,3,1,walk,1,id47,id48,game58,NA,NA,3,3,block 2,1,female,57,female,67,8.313
xCqhPo6f65u6PJhy3,swim,jump,8,0,2,swim,1,id48,id47,game58,NA,NA,6,6,block 3,1,female,67,female,57,8.156
xCqhPo6f65u6PJhy3,hold,walk,9,1,2,hold,1,id47,id48,game58,NA,NA,5,5,block 3,1,female,57,female,67,10.464
xCqhPo6f65u6PJhy3,jump,swim,10,2,2,jump,1,id48,id47,game58,NA,NA,2,2,block 3,1,female,67,female,57,8.935
xCqhPo6f65u6PJhy3,walk,hold,11,3,2,walk,1,id47,id48,game58,NA,NA,3,3,block 3,1,female,57,female,67,8.162
ymmWkP9LexXqZPujp,swim,hold,0,0,0,swim,1,id49,id50,game59,NA,NA,12,12,block 1,1,male,62,male,59,29.031
ymmWkP9LexXqZPujp,hold,jump,1,1,0,jump,0,id50,id49,game59,NA,NA,2,2,block 1,1,male,59,male,62,13.29
ymmWkP9LexXqZPujp,jump,swim,2,2,0,jump,1,id49,id50,game59,NA,NA,5,5,block 1,1,male,62,male,59,24.893
ymmWkP9LexXqZPujp,walk,jump,3,3,0,walk,1,id50,id49,game59,NA,NA,2,2,block 1,1,male,59,male,62,8.22
